location,title,subtitle,year_km_fuel,price,detail_url
Dusseldorp Schiedam,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 55.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-43782888
Dusseldorp Brielle,BMW 1 Serie,120 M Sport Design Edition,2025 | 3999 km | Benzine,€ 42.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-design-edition-43784946
Dusseldorp Den Haag,BMW iX2,xDrive30 M-Sport Pro 67kWh,2025 | 6999 km | Elektrisch,€ 62.900,https://www.dusseldorpbmw.nl/aanbod/bmw-ix2-company-car-xdrive30-m-sport-pro-67kwh-43791306
Dusseldorp Den Haag,BMW i4,eDrive35 M-Sport 70 kWh,2025 | 6999 km | Elektrisch,€ 55.450,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-70-kwh-43791328
Dusseldorp Schiedam,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 55.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-43791561
Dusseldorp Schiedam,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 55.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-43791621
Dusseldorp Schiedam,BMW iX1,eDrive20 67 kWh,2025 | 6999 km | Elektrisch,€ 55.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43791851
Dusseldorp Den Haag,BMW 5 Serie,Touring 530e M-Sport,2025 | 6999 km | Hybrid,€ 68.900,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-company-car-touring-530e-m-sport-43805991
Dusseldorp Alkmaar,BMW 3 Serie,Touring 330e M Sport,2025 | 2999 km | Hybrid,€ 73.883,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-m-sport-43806373
Dusseldorp Hoorn,BMW X3,xDrive20i High Executive,2024 | 5992 km | Benzine,€ 62.450,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-occasion-xdrive20i-high-executive-43806719
Dusseldorp Wateringen,BMW i5,Touring eDrive40 M Sport Edition 84 kWh,2025 | 12999 km | Elektrisch,€ 76.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-touring-edrive40-m-sport-edition-84-kwh-43809756
Dusseldorp Wateringen,BMW iX1,eDrive20 67 kWh,2025 | 6999 km | Elektrisch,€ 49.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43809762
Dusseldorp Oostzaan,BMW XM,PHEV 50e 30 kWh,2024 | 31795 km | Hybrid,€ 109.850,https://www.dusseldorpbmw.nl/aanbod/bmw-xm-occasion-phev-50e-30-kwh-43812654
Dusseldorp Den Haag,BMW 1 Serie,120i M-Sport,2025 | 6999 km | Benzine,€ 42.250,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120i-m-sport-43814825
Dusseldorp Alkmaar,BMW i4,eDrive40 84 kWh M Sport,2025 | 4996 km | Elektrisch,€ 62.450,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive40-84-kwh-m-sport-43819774
Dusseldorp Alkmaar,BMW i4,eDrive35 M Sport Edition 70 kWh,2025 | 4251 km | Elektrisch,€ 59.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-edition-70-kwh-43831688
Dusseldorp Brielle,BMW Z4,Roadster sDrive30i,2021 | 10156 km | Benzine,€ 56.950,https://www.dusseldorpbmw.nl/aanbod/bmw-z4-occasion-roadster-sdrive30i-43832013
Dusseldorp Brielle,BMW 1 Serie,120 M Sport Design Edition,2025 | 3999 km | Benzine,€ 42.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-design-edition-43832031
Dusseldorp Den Haag,BMW iX1,xDrive30 Launch Edition 67 kWh,2025 | 6999 km | Elektrisch,€ 56.050,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-xdrive30-launch-edition-67-kwh-43834253
Dusseldorp Brielle,BMW iX2,xDrive30 M Sportpakket Pro,2025 | 501 km | Elektrisch,€ 62.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix2-company-car-xdrive30-m-sportpakket-pro-43837310
Dusseldorp Den Haag,BMW iX1,eDrive20 67 kWh,2025 | 6999 km | Elektrisch,€ 49.850,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43837326
Dusseldorp Den Haag,BMW iX1,eDrive20 67 kWh,2025 | 6999 km | Elektrisch,€ 48.900,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43838727
Dusseldorp Brielle,BMW 3 Serie,330e,2025 | 7999 km | Hybrid,€ 59.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-330e-43858672
Dusseldorp Brielle,BMW iX1,eDrive20 M-Sport,2025 | 501 km | Elektrisch,€ 48.450,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-m-sport-43858734
Dusseldorp Brielle,BMW i4,eDrive35 M Sport Edition Trekhaak,2025 | 501 km | Elektrisch,€ 59.450,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-edition-trekhaak-43858807
Dusseldorp Brielle,BMW 5 Serie,520i Touring M-Sport Pro,2025 | 6999 km | Benzine,€ 72.950,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-company-car-520i-touring-m-sport-pro-43859209
Dusseldorp Schiedam,BMW i4,eDrive40 84 kWh,2025 | 14999 km | Elektrisch,€ 58.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive40-84-kwh-43860718
Dusseldorp Hoorn,BMW 1 Serie,120 M Sport Design Edition,2025 | 5000 km | Benzine,€ 40.850,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-design-edition-43874093
Dusseldorp Schiedam,BMW X1,xDrive25e,2025 | 6999 km | Hybrid,€ 55.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-company-car-xdrive25e-43874956
Dusseldorp Rotterdam Zuid,BMW iX1,xDrive30 M Sport,2023 | 63306 km | Elektrisch,€ 41.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-occasion-xdrive30-m-sport-43876246
Dusseldorp Wateringen,BMW i4,xDrive40 84 kWh,2025 | 18999 km | Elektrisch,€ 65.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-xdrive40-84-kwh-43879649
Dusseldorp Oostzaan,BMW 3 Serie,330e,2025 | 14300 km | Hybrid,€ 59.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-330e-43880736
Dusseldorp Oostzaan,BMW iX,xDrive40 High Executive,2025 | 7300 km | Elektrisch,€ 76.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-company-car-xdrive40-high-executive-43880767
Dusseldorp Oostzaan,BMW i5,eDrive40 84 kWh,2025 | 6100 km | Elektrisch,€ 69.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-edrive40-84-kwh-43881133
Dusseldorp Oostzaan,BMW iX1,eDrive20 67 kWh,2025 | 6100 km | Elektrisch,€ 49.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43881218
Dusseldorp Oostzaan,BMW iX1,eDrive20 67 kWh,2025 | 5152 km | Elektrisch,€ 49.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43881293
Dusseldorp Deventer,BMW iX2,eDrive20 67kWh,2025 | 10 km | Elektrisch,€ 64.518,https://www.dusseldorpbmw.nl/aanbod/bmw-ix2-nieuw-edrive20-67kwh-43885569
Dusseldorp Zwolle,BMW iX1,eDrive20 M-Sport Pro 67 kWh,2025 | 8500 km | Elektrisch,€ 48.750,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-m-sport-pro-67-kwh-43888354
Dusseldorp Alkmaar,BMW 1 Serie,120 M Sport,2025 | 6841 km | Benzine,€ 42.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-43902287
Dusseldorp Alkmaar,BMW iX1,eDrive20 M Sport Pro 67 kWh,2025 | 4485 km | Elektrisch,€ 49.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-m-sport-pro-67-kwh-43902406
Dusseldorp Hoorn,BMW 2 Serie,218i Executive Active Tourer,2019 | 124880 km | Benzine,€ 17.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-218i-executive-active-tourer-43902508
Dusseldorp Alkmaar,BMW i4,M50 High Executive 84 kWh,2025 | 2999 km | Elektrisch,€ 64.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-m50-high-executive-84-kwh-43902658
Dusseldorp Oostzaan,BMW X1,xDrive30e M Sport,2024 | 21776 km | Hybrid,€ 54.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-occasion-xdrive30e-m-sport-43904687
Dusseldorp Alkmaar,BMW i5,Touring eDrive40 M Sport Edition 84 kWh,2025 | 6217 km | Elektrisch,€ 76.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-touring-edrive40-m-sport-edition-84-kwh-43904732
Dusseldorp Den Haag,BMW 2 Serie,218i Gran Coupe M-Sport,2023 | 35142 km | Benzine,€ 33.450,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-218i-gran-coupe-m-sport-43907514
Dusseldorp Hoorn,BMW X1,sDrive18i,2024 | 14059 km | Benzine,€ 48.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-occasion-sdrive18i-43907553
Dusseldorp Alkmaar,BMW X5,xDrive50e M Sport Pro,2025 | 11024 km | Hybrid,€ 117.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-company-car-xdrive50e-m-sport-pro-43909391
Dusseldorp Schiedam,BMW 1 Serie,118i Introduction Edition,2023 | 44704 km | Benzine,€ 27.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-occasion-118i-introduction-edition-43912627
Dusseldorp Hoorn,BMW X3,xDrive30i High Executive,2024 | 7680 km | Benzine,€ 73.450,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-occasion-xdrive30i-high-executive-43927911
Dusseldorp Hoorn,BMW 1 Serie,120 M Sport Design Edition,2025 | 6000 km | Benzine,€ 39.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-design-edition-43927993
Dusseldorp Hoorn,BMW i4,eDrive40 84 kWh,2025 | 5000 km | Elektrisch,€ 60.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive40-84-kwh-43928028
Dusseldorp Hoorn,BMW iX1,eDrive20 67 kWh,2025 | 6000 km | Elektrisch,€ 51.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43928060
Dusseldorp Hoorn,BMW i5,eDrive40 M Sport Edition 84 kWh,2025 | 5000 km | Elektrisch,€ 67.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-edrive40-m-sport-edition-84-kwh-43928082
Dusseldorp Rotterdam Zuid,BMW 2 Serie,216i Gran Tourer 7p. Business Edition,2022 | 76170 km | Benzine,€ 20.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-216i-gran-tourer-7p-business-edition-43929228
Dusseldorp Brielle,BMW X3,xDrive30i High Executive M-Sport Trekhaak,2024 | 19871 km | Benzine,€ 73.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-occasion-xdrive30i-high-executive-m-sport-trekhaak-43931992
Dusseldorp Wateringen,BMW 5 Serie,Touring 520i M Sport Business Edition Plus,2023 | 38879 km | Benzine,€ 50.450,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-occasion-touring-520i-m-sport-business-edition-plus-43936435
Dusseldorp Rotterdam Zuid,BMW iX,xDrive45 M Sport Pro,2025 | 10 km | Elektrisch,€ 112.450,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive45-m-sport-pro-43939138
Dusseldorp Alkmaar,BMW i4,eDrive35 M Sport Edition 70 kWh,2025 | 2999 km | Elektrisch,€ 54.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-edition-70-kwh-43939395
Dusseldorp Deventer,BMW M3,xDrive Competition,2025 | 10 km | Benzine,€ 173.612,https://www.dusseldorpbmw.nl/aanbod/bmw-m3-nieuw-xdrive-competition-43951214
Dusseldorp Schiedam,BMW iX1,eDrive20 67 kWh,2025 | 9999 km | Elektrisch,€ 49.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-43953122
Dusseldorp Alkmaar,BMW i4,eDrive40 84 kWh M Sport,2025 | 9951 km | Elektrisch,€ 61.450,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive40-84-kwh-m-sport-43954856
Dusseldorp Alkmaar,BMW iX2,xDrive30 67kWh M Sport,2025 | 2999 km | Elektrisch,€ 54.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix2-company-car-xdrive30-67kwh-m-sport-43954865
Dusseldorp Alkmaar,BMW 3 Serie,Touring 330e M Sport Pro,2025 | 14325 km | Hybrid,€ 62.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-m-sport-pro-43954915
Dusseldorp Hoorn,BMW 2 Serie,218i Gran Coupé,2025 | 10000 km | Benzine,€ 38.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-218i-gran-coupe-43958823
Dusseldorp Apeldoorn,BMW M5,Sedan - Carbon Pack,2024 | 6787 km | Hybrid,€ 139.950,https://www.dusseldorpbmw.nl/aanbod/bmw-m5-occasion-sedan---carbon-pack-43960139
Dusseldorp Rotterdam Noord,BMW Z4,Roadster M40i,2024 | 24760 km | Benzine,€ 70.450,https://www.dusseldorpbmw.nl/aanbod/bmw-z4-occasion-roadster-m40i-43980186
Dusseldorp Den Haag,BMW 1 Serie,118i Sport Line,2021 | 106186 km | Benzine,€ 21.250,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-occasion-118i-sport-line-43985162
Dusseldorp Hoorn,BMW i4,eDrive35 High Executive 70 kWh,2025 | 3000 km | Elektrisch,€ 57.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-high-executive-70-kwh-43996642
Dusseldorp Rotterdam Zuid,BMW i4,M50 High Executive,2022 | 49341 km | Elektrisch,€ 49.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-occasion-m50-high-executive-44004998
Dusseldorp Oostzaan,BMW X5,xDrive50e M Sport,2024 | 26641 km | Hybrid,€ 94.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive50e-m-sport-44035157
Dusseldorp Apeldoorn,BMW X5,xDrive40i High Executive M-Sport,2020 | 78931 km | Benzine,€ 59.750,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive40i-high-executive-m-sport-44036901
Dusseldorp Rotterdam Zuid,BMW i4,eDrive35 M Sport,2025 | 10 km | Elektrisch,€ 66.465,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive35-m-sport-44041131
Dusseldorp Schiedam,BMW 2 Serie,Gran Coupé 220,2025 | 10 km | Benzine,€ 54.531,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-gran-coupe-220-44044079
Dusseldorp Den Haag,BMW 5 Serie,Touring 530e M Sport Edition,2025 | 10 km | Hybrid,€ 86.968,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-nieuw-touring-530e-m-sport-edition-44044671
Dusseldorp Den Haag,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 57.000,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-44046723
Dusseldorp Den Haag,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 57.000,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-44047978
Dusseldorp Oostzaan,BMW i5,M60 xDrive 84 kWh,2025 | 10 km | Elektrisch,€ 123.572,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-m60-xdrive-84-kwh-44050001
Dusseldorp Den Haag,BMW 2 Serie,Active Tourer 225e xDrive,2025 | 10 km | Hybrid,€ 58.365,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-active-tourer-225e-xdrive-44114464
Dusseldorp Den Haag,BMW 2 Serie,Active Tourer 225e xDrive,2025 | 10 km | Hybrid,€ 58.365,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-active-tourer-225e-xdrive-44114652
Dusseldorp Den Haag,BMW i4,eDrive35 M Sport Edition 70 kWh,2025 | 510 km | Elektrisch,€ 65.638,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-edition-70-kwh-44115534
Dusseldorp Den Haag,BMW i5,eDrive40 M Sport Edition 84 kWh,2025 | 10 km | Elektrisch,€ 84.604,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-m-sport-edition-84-kwh-44116413
Dusseldorp Oostzaan,BMW iX,xDrive45 101 kWh,2025 | 10 km | Elektrisch,€ 115.231,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive45-101-kwh-44126848
Dusseldorp Den Haag,BMW X4,xDrive20i,2025 | 10 km | Benzine,€ 104.697,https://www.dusseldorpbmw.nl/aanbod/bmw-x4-nieuw-xdrive20i-44134083
Dusseldorp Rotterdam Zuid,BMW iX3,Executive,2023 | 31239 km | Elektrisch,€ 45.750,https://www.dusseldorpbmw.nl/aanbod/bmw-ix3-occasion-executive-44136796
Dusseldorp Den Haag,BMW X7,M60i xDrive,2025 | 10 km | Benzine,€ 247.888,https://www.dusseldorpbmw.nl/aanbod/bmw-x7-nieuw-m60i-xdrive-44137265
Dusseldorp Alkmaar,BMW M3,Competition xDrive Sedan,2025 | 10 km | Benzine,€ 172.912,https://www.dusseldorpbmw.nl/aanbod/bmw-m3-nieuw-competition-xdrive-sedan-44137644
Dusseldorp Hoorn,BMW 2 Serie,216i 7p. Gran Tourer Sportline,2022 | 110135 km | Benzine,€ 19.450,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-216i-7p-gran-tourer-sportline-44144146
Dusseldorp Zwolle,BMW X5,xDrive50e M-Sport Aut. Hybrid,2024 | 22852 km | Hybrid,€ 94.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive50e-m-sport-aut-hybrid-44145559
Dusseldorp Apeldoorn,BMW M3,Competition xDrive Sedan,2025 | 10 km | Benzine,€ 186.239,https://www.dusseldorpbmw.nl/aanbod/bmw-m3-nieuw-competition-xdrive-sedan-44183843
Dusseldorp Alkmaar,BMW 4 Serie,Coupé 420i M Sport Pro,2025 | 10 km | Benzine,€ 85.255,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-coupe-420i-m-sport-pro-44184020
Dusseldorp Brielle,BMW 3 Serie,Touring 330e M-Sport Trekhaak,2024 | 18784 km | Hybrid,€ 51.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-occasion-touring-330e-m-sport-trekhaak-44184739
Dusseldorp Deventer,BMW X3,xDrive30e High Executive,2022 | 30868 km | Hybrid,€ 48.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-occasion-xdrive30e-high-executive-44192216
Dusseldorp Den Haag,BMW 2 Serie,Gran Coupé 223 xDrive,2025 | 10 km | Benzine,€ 65.316,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-gran-coupe-223-xdrive-44194603
Dusseldorp Schiedam,BMW i5,Touring eDrive40 84 kWh,2025 | 6999 km | Elektrisch,€ 87.796,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-touring-edrive40-84-kwh-44195258
Dusseldorp Oostzaan,BMW i4,eDrive35 M Sport Edition 70 kWh,2025 | 4400 km | Elektrisch,€ 66.465,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-edition-70-kwh-44195553
Dusseldorp Den Haag,BMW 1 Serie,120,2025 | 6999 km | Benzine,€ 43.900,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-44199899
Dusseldorp Alkmaar,BMW X5,xDrive 40i High Executive xLine,2019 | 80635 km | Benzine,€ 56.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive-40i-high-executive-xline-44211363
Dusseldorp Den Haag,BMW 2 Serie,220i M-Sport Pro,2025 | 6999 km | Benzine,€ 49.900,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-220i-m-sport-pro-44246845
Dusseldorp Alkmaar,BMW 2 Serie,Gran Coupé 220 M Sport Pro M Performance Parts,2025 | 10 km | Benzine,€ 69.996,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-gran-coupe-220-m-sport-pro-m-performance-parts-44259405
Dusseldorp Oostzaan,BMW X1,sDrive18i M Sport Pro,2024 | 39066 km | Benzine,€ 48.450,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-occasion-sdrive18i-m-sport-pro-44260726
Dusseldorp Oostzaan,BMW 1 Serie,120,2025 | 12100 km | Benzine,€ 43.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-44261693
Dusseldorp Rotterdam Zuid,BMW X3,M50,2025 | 7500 km | Benzine,€ 114.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-company-car-m50-44262923
Dusseldorp Brielle,BMW 1 Serie,120 M-Sport Pro,2025 | 19693 km | Benzine,€ 44.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-occasion-120-m-sport-pro-44265583
Dusseldorp Brielle,BMW X5,xDrive50eM-Sport Pro Trekhaak,2023 | 48507 km | Hybrid,€ 89.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive50em-sport-pro-trekhaak-44267490
Dusseldorp Oostzaan,BMW 4 Serie,Coupé 420i,2025 | 10 km | Benzine,€ 85.255,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-coupe-420i-44267668
Dusseldorp Zwolle,BMW iX,xDrive45 M-Sport Pro Aut. 101 kWh,2025 | 10 km | Elektrisch,€ 113.651,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive45-m-sport-pro-aut-101-kwh-44268464
Dusseldorp Den Haag,BMW 2 Serie,220i M-Sport Pro,2025 | 13999 km | Benzine,€ 47.900,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-220i-m-sport-pro-44269001
Dusseldorp Den Haag,BMW 5 Serie,Touring 520i M-Sport,2025 | 10999 km | Benzine,€ 71.900,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-company-car-touring-520i-m-sport-44269016
Dusseldorp Den Haag,BMW 1 Serie,120,2025 | 6999 km | Benzine,€ 43.250,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-44269139
Dusseldorp Alkmaar,BMW 1 Serie,120 M Sport,2025 | 2999 km | Benzine,€ 43.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-44269182
Dusseldorp Schiedam,BMW 1 Serie,120 M Sport Design Edition,2025 | 9999 km | Benzine,€ 42.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-design-edition-44269206
Dusseldorp Schiedam,BMW 3 Serie,Touring 330e,2025 | 9999 km | Hybrid,€ 60.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-44269367
Dusseldorp Den Haag,BMW 1 Serie,120,2025 | 6999 km | Benzine,€ 40.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-44269435
Dusseldorp Den Haag,BMW i4,eDrive 40 M-Sport,2025 | 12999 km | Elektrisch,€ 57.900,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive-40-m-sport-44269466
Dusseldorp Rotterdam Noord,BMW X1,xDrive25e M Sport,2025 | 8500 km | Hybrid,€ 61.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-company-car-xdrive25e-m-sport-44279972
Dusseldorp Schiedam,BMW M2,Coupe,2025 | 3153 km | Benzine,€ 99.950,https://www.dusseldorpbmw.nl/aanbod/bmw-m2-occasion-coupe-44284051
Dusseldorp Rotterdam Zuid,BMW 2 Serie,Gran Coupé 223 xDrive M Sport Pro,2025 | 7500 km | Benzine,€ 65.316,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-gran-coupe-223-xdrive-m-sport-pro-44285093
Dusseldorp Deventer,BMW 1 Serie,123 xDrive,2025 | 7000 km | Benzine,€ 66.750,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-123-xdrive-44289109
Dusseldorp Apeldoorn,BMW 1 Serie,120 M Sport Pro - Trekhaak,2025 | 18999 km | Benzine,€ 44.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-pro---trekhaak-44292654
Dusseldorp Apeldoorn,BMW iX,M60 112 kWh,2025 | 3999 km | Elektrisch,€ 109.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-company-car-m60-112-kwh-44292672
Dusseldorp Schiedam,BMW 3 Serie,320e,2024 | 18579 km | Hybrid,€ 42.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-occasion-320e-44294387
Dusseldorp Rotterdam Zuid,BMW 1 Serie,120 M Sport Pro,2025 | 12500 km | Benzine,€ 46.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-pro-44294470
Dusseldorp Deventer,BMW X5,xDrive45e High Executive,2021 | 65724 km | Hybrid,€ 61.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive45e-high-executive-44308503
Dusseldorp Rotterdam Zuid,BMW 5 Serie,Sedan 520i M Sport Pro,2024 | 25000 km | Benzine,€ 62.950,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-company-car-sedan-520i-m-sport-pro-44308648
Dusseldorp Apeldoorn,BMW 4 Serie,Gran Coupé 420i,2025 | 12500 km | Benzine,€ 63.950,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-company-car-gran-coupe-420i-44309403
Dusseldorp Apeldoorn,BMW iX1,eDrive20 67 kWh,2025 | 12500 km | Elektrisch,€ 47.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-44309461
Dusseldorp Apeldoorn,BMW 2 Serie,Gran Coupé 220,2025 | 9865 km | Benzine,€ 44.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-gran-coupe-220-44309525
Dusseldorp Apeldoorn,BMW X1,xDrive25e,2025 | 9865 km | Hybrid,€ 52.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-company-car-xdrive25e-44309568
Dusseldorp Apeldoorn,BMW iX1,xDrive30 67 kWh,2025 | 8565 km | Elektrisch,€ 54.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-xdrive30-67-kwh-44309622
Dusseldorp Den Haag,BMW 2 Serie,Gran Coupé 220,2025 | 3000 km | Benzine,€ 46.900,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-gran-coupe-220-44309711
