Title,Subtitle,Year,Mileage,Fuel Type,Price,Monthly Price,Details Link,Location
BMW 3 Serie,Touring 320e | High Executive | M Sportpakket | Panodak | Hi-Fi | Getint Glas | 19'' LMV,2022,28.172 km,Hybride benzine,"40.900,-","557,-",https://www.ekris.nl/bmw/p/46283732/bmw-3-serie-touring-320e-46283732,Ekris Nijkerk
BMW iX3,High Executive l Leer l Panoramadak l Harman Kardon l 360 camera,2022,92.146 km,Elektrisch,"40.900,-","482,-",https://www.ekris.nl/bmw/p/42049517/bmw-ix3-high-executive-42049517,Ekris Zeist
BMW 1 Serie,"120 M Sportpakket | Trekhaak | Panoramadak | Driving Assistant | Head-Up Display | Harman/Kardon | 19""",2024,37.184 km,Benzine,"40.900,-","557,-",https://www.ekris.nl/bmw/p/44434092/bmw-1-serie-120-44434092,Ekris Utrecht
BMW 5 Serie,520e M-Sportpakket | Comfortstoelen | Laserlight,2022,42.633 km,Hybride benzine,"40.900,-","557,-",https://www.ekris.nl/bmw/p/47125292/bmw-5-serie-520e-m-sportpakket-comfortstoelen-47125292,Ekris Assen
BMW 5 Serie,530e Business Edition Plus | M-Sportpakket pro | Comfortstoelen | Laserlight | Schuif-/kanteldak,2022,95.181 km,Hybride benzine,"40.900,-","557,-",https://www.ekris.nl/bmw/p/47137896/bmw-5-serie-530e-business-edition-plus-47137896,Ekris Assen
BMW iX3,High Executive 20'' / Driving Assistant Professional / Head-Up Display / Trekhaak / Stuurwielrand verwarmd,2021,119.677 km,Elektrisch,"40.950,-","483,-",https://www.ekris.nl/bmw/p/46258312/bmw-ix3-high-executive-46258312,Ekris Veenendaal
BMW 5 Serie,520i Business Edition Plus | M Sportpakket | Comfort Access Pakket,2021,60.157 km,Benzine,"40.950,-","558,-",https://www.ekris.nl/bmw/p/41274376/bmw-5-serie-520i-41274376,Ekris Heerlen
BMW 5 Serie,Sedan 530e High Executive | M Sportpakket | Comfort Access Pakket | Head-up Display,2021,86.550 km,Hybride benzine,"40.950,-","558,-",https://www.ekris.nl/bmw/p/40098900/bmw-5-serie-sedan-530e-40098900,Ekris Heerlen
BMW 2 Serie,Gran Coupé 218i M Sportpakket Pro/ Premium Pack/ Comfort Pack/ Travel Pack/ Stuurwiel verwarmd/ Comfort Access/ M Sportstoelen/ Panoramadak,2025,9.700 km,Benzine,"40.950,-","539,-",https://www.ekris.nl/bmw/p/42562947/bmw-2-serie-gran-coupe-218i-42562947,Ekris Flevoland
BMW X3,xDrive30e | High Executive | Parking Pack | Achteruitrijcamera | Stoelverwarming | Head-Up Display | 19'',2021,45.830 km,Hybride benzine,"40.995,-","558,-",https://www.ekris.nl/bmw/p/46121843/bmw-x3-xdrive30e-46121843,Ekris Arnhem
BMW 2 Serie,Gran Coupé 220i | Model M Sport | Innovation Pack | Travel Pack | Comfort Pack,2024,27.853 km,Benzine,"41.450,-","564,-",https://www.ekris.nl/bmw/p/45907266/bmw-2-serie-gran-coupe-220i-45907266,Ekris Maastricht
BMW iX3,| Head-up / Harman Kardon / Adaptief M onderstel / Adaptieve Cruise Control Stop&Go / 20 Inch / Dodehoek Detectie / Apple Carplay & Android Auto,2022,85.753 km,Elektrisch,"41.500,-","489,-",https://www.ekris.nl/bmw/p/46287842/bmw-ix3-46287842,Ekris Veenendaal
BMW X4,xDrive20i | High Executive | M Sportpakket | Parking Pack | 20'' | Comfort Access | Panoramadak | Stoelverwarming | Head-Up Display | Harman Kardon,2019,51.841 km,Benzine,"41.595,-","566,-",https://www.ekris.nl/bmw/p/46934671/bmw-x4-xdrive20i-46934671,Ekris Arnhem
BMW 3 Serie,Sedan 330e High Executive | M Sportpakket | Audio Media Pack | Parking Pack | Safety Pack | BMW Personal CoPilot Pack | Stuurwielrand Verwarmd | Comfort Access | Schuifdak | Elektrisch Verstelbare Sportstoelen | Driving Assistant Professional | Head-Up Display | Harman Kardon | 19'',2021,27.272 km,Hybride benzine,"41.850,-","570,-",https://www.ekris.nl/bmw/p/47046618/bmw-3-serie-sedan-330e-47046618,Ekris Utrecht
BMW 1 Serie,5-deurs 120d | M-Sportpakket | LED | Leder | Navigatie | Sportstoelen | Keyles go | DAB | Harman-kardon sound | Alu 18 inch,2024,23.000 km,Diesel,"41.900,-","571,-",https://www.ekris.nl/bmw/p/45142171/bmw-1-serie-5-deurs-120d-45142171,Ekris Heerenveen
BMW 2 Serie,Active Tourer 218i | M Sportpakket | Trekhaak | Climate Control | Adaptief M Onderstel | Camera | Sportstoelen | LED | 17'' LMV,2024,17.099 km,Benzine,"41.900,-","571,-",https://www.ekris.nl/bmw/p/46549835/bmw-2-serie-active-tourer-218i-46549835,Ekris Nijkerk
BMW 2 Serie,Active Tourer 218i | Luxury Line | Premium Pack | Travel Pack | Elektr. Trekhaak | Parking Assistant,2024,14.600 km,Benzine,"41.900,-","571,-",https://www.ekris.nl/bmw/p/44448639/bmw-2-serie-active-tourer-218i-44448639,Ekris Maastricht
BMW 1 Serie,120 M Sportpakket Pro | Premium Pack | Stuurwielrand Verwarmd | Panoramadak | Driving Assistant | Harman Kardon | 19'',2024,17.590 km,Benzine,"41.900,-","571,-",https://www.ekris.nl/bmw/p/40973465/bmw-1-serie-120-40973465,Ekris Utrecht
BMW 3 Serie,Sedan 330e | M-Sportpakket | LED | Navigatie | Sportstoelen | Stoelverwarming | DAB | Harman-kardon sound | Alu 19 inch,2024,57.000 km,Hybride benzine,"41.900,-","571,-",https://www.ekris.nl/bmw/p/46849402/bmw-3-serie-sedan-330e-46849402,Ekris Heerenveen
BMW X3,xDrive30e High Executive | M Sport | Glazen Panoramadak | Trekhaak elektrisch | Stuur- en stoelverwarming | Harman Kardon | Head-Up Display,2020,80.655 km,Hybride benzine,"41.900,-","571,-",https://www.ekris.nl/bmw/p/46200734/bmw-x3-xdrive30e-46200734,Ekris Heerlen
BMW 2 Serie,Active Tourer 225e xDrive | M-Sportpakket | Head-Up | Panoramadak | Stoelverwarming |,2023,15.457 km,Hybride benzine,"41.900,-","571,-",https://www.ekris.nl/bmw/p/46219960/bmw-2-serie-active-tourer-225e-xdrive-46219960,Ekris Groningen
BMW iX1,eDrive20 67 kWh M Sport Pro | Premium Pack | |Stuur- en stoelverwarming | Comfort Access | Camera | Parkeersensoren | Adaptive LED,2024,17.416 km,Elektrisch,"41.900,-","571,-",https://www.ekris.nl/bmw/p/46650783/bmw-ix1-edrive20-67-kwh-46650783,Ekris Assen
BMW 5 Serie,Touring 530d xDrive | M-Sportpakket | LED | Leder | HUD | Schuifdak | Active cruise | Trekhaak | Comfortzetels | Hifi speakers | Alu 20 inch,2020,77.000 km,Diesel,"41.900,-","571,-",https://www.ekris.nl/bmw/p/47159623/bmw-5-serie-touring-530d-xdrive-47159623,Ekris Heerenveen
BMW X2,M35i 20'' / Harman Kardon / Panoramadak / Head-Up Display / Elektrisch verstelbare stoelen,2020,69.240 km,Benzine,"41.950,-","571,-",https://www.ekris.nl/bmw/p/45099099/bmw-x2-m35i-45099099,Ekris Veenendaal
BMW X3,xDrive30e High Executive | M Sportpakket | Audio Media Pack | Parking Pack | Safety Pack | BMW Personal CoPilot Pack | 19'',2020,108.106 km,Hybride benzine,"41.950,-","571,-",https://www.ekris.nl/bmw/p/44512718/bmw-x3-xdrive30e-44512718,Ekris Utrecht
BMW 1 Serie,5-deurs 120 M Sportpakket | Premium Pack | Harman-Kardon | Stoelverwarming,2024,16.809 km,Benzine,"41.950,-","571,-",https://www.ekris.nl/bmw/p/41583949/bmw-1-serie-5-deurs-120-41583949,Ekris Heerlen
BMW 2 Serie,Active Tourer 218i M-Sportpakket | Premium Pack | Elektrische Trekhaak,2024,11.093 km,Benzine,"41.950,-","571,-",https://www.ekris.nl/bmw/p/40780199/bmw-2-serie-active-tourer-218i-40780199,Ekris Heerlen
BMW 2 Serie,Gran Coupé 218i M Sportpakket Pro | Premium Pack | Comfort Pack | Travel Pack | Panoramadak | Active Cruise Control | DAB| HiFi | 18'',2025,15.987 km,Benzine,"41.950,-","552,-",https://www.ekris.nl/bmw/p/42316463/bmw-2-serie-gran-coupe-218i-42316463,Ekris Utrecht
BMW 1 Serie,120 | M Sportpakket | Innovation Pack | Verwarmd Stuurwiel | Comfort Access | Panoramadak | Stoelverwarming | Head-Up Display | 18'',2024,28.718 km,Benzine,"42.450,-","578,-",https://www.ekris.nl/bmw/p/45243617/bmw-1-serie-120-45243617,Ekris Arnhem
BMW 3 Serie,Touring 320e M Sportpakket / Entertainment Pack / Travel Pack / sportstoelen,2024,36.540 km,Hybride benzine,"42.695,-","581,-",https://www.ekris.nl/bmw/p/41937740/bmw-3-serie-touring-320e-41937740,Ekris Flevoland
BMW iX1,eDrive20 M Sportpakket | Premium Pack | Travel Pack | Elektr. Trekhaak | Driving Assistant Plus |,2023,42.712 km,Elektrisch,"42.750,-","504,-",https://www.ekris.nl/bmw/p/46341321/bmw-ix1-edrive20-46341321,Ekris Maastricht
BMW 3 Serie,Touring 320e M Sport / Trekhaak / M Performance onderdelen,2024,60.321 km,Hybride benzine,"42.750,-","582,-",https://www.ekris.nl/bmw/p/40133073/bmw-3-serie-touring-320e-40133073,Ekris Veenendaal
BMW 3 Serie,Touring 320e | M Sportpakket | Travel Pack | 19 inch | Glazen panoramadak | HiFi | Sportstoelen,2024,38.734 km,Hybride benzine,"42.850,-","583,-",https://www.ekris.nl/bmw/p/42614047/bmw-3-serie-touring-320e-42614047,Ekris Arnhem
BMW 1 Serie,120 | M Sportpakket | Premium Pack | Comfort Access | Verwarmd Stuurwiel | Stoelverwarming | 18'',2025,11.789 km,Benzine,"42.895,-","565,-",https://www.ekris.nl/bmw/p/43860546/bmw-1-serie-120-43860546,Ekris Arnhem
BMW X2,sDrive18d | handbak !! | LED | Navigatie | Trekhaak | Schuifdak | Sportstoelen | DAB | Alu 18 inch,2023,14.000 km,Diesel,"42.900,-","584,-",https://www.ekris.nl/bmw/p/43529992/bmw-x2-sdrive18d-43529992,Ekris Heerenveen
BMW 5 Serie,Touring 530i | M-Sportpakket | Laserlicht | Leder | HUD | Schuifdak | Trekhaak | Comfortzetels | DAB | Hifin speakers | Alu 20 inch,2021,107.000 km,Benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/46361964/bmw-5-serie-touring-530i-46361964,Ekris Heerenveen
BMW X1,sDrive18i | M-Sportpakket | Trekhaak | Comfort Access |,2022,37.728 km,Benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/46400961/bmw-x1-sdrive18i-46400961,Ekris Groningen
BMW 2 Serie,Active Tourer 225e xDrive M Sportpakket | Panoramadak | Harman/Kardon | Head Up Display,2024,18.349 km,Hybride benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/46448067/bmw-2-serie-active-tourer-225e-xdrive-46448067,Ekris Assen
BMW 2 Serie,Active Tourer 225e xDrive | M Sportpakket | Innovation Pack | Comfort Access | Panoramadak | Isofix | Head-Up Display | Harman-Kardon | 19'',2022,15.866 km,Hybride benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/46517123/bmw-2-serie-active-tourer-225e-xdrive-46517123,Ekris Arnhem
BMW 2 Serie,Active Tourer 225e xDrive | M-Sportpakket | Panoramadak | Harman Kardon | Head-Up Display |,2024,19.815 km,Hybride benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/46424836/bmw-2-serie-active-tourer-225e-xdrive-46424836,Ekris Groningen
BMW 1 Serie,5-deurs 120 | M-Sport Design | Achteruitrijcamera | NAVI | Harman-Kardon |,2025,17.500 km,Benzine,"42.900,-","565,-",https://www.ekris.nl/bmw/p/43680847/bmw-1-serie-5-deurs-120-43680847,Ekris Groningen
BMW 1 Serie,120 M Sportpakket Pro | Premium Pack | Comfort Access | Driving Assistant | Harman Kardon | 19'',2024,15.589 km,Benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/40903759/bmw-1-serie-120-40903759,Ekris Utrecht
BMW 2 Serie,Gran Coupé 220 M Sportpakket | Premium Pack | M Adaptief onderstel | Achteruitrijcamera | Driving Assistant | Parking Assistant | 18'',2025,26.344 km,Benzine,"42.900,-","565,-",https://www.ekris.nl/bmw/p/47009919/bmw-2-serie-gran-coupe-220-47009919,Ekris Utrecht
BMW 3 Serie,Touring 330e | M-Sportpakket | LED | Navigatie | Trekhaak | Stoelverwarming | DAB | Harman-kardon sound | Alu 19 inch,2024,44.000 km,Hybride benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/46555771/bmw-3-serie-touring-330e-46555771,Ekris Heerenveen
BMW X3,xDrive30e Stuurwiel verwarming/ Comfort Access/ Achteruitrijcamera/ panoramadak/ Sportstoelen/ Stoelverwarming/ Head-Up/ HiFi,2021,59.900 km,Hybride benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/47067867/bmw-x3-xdrive30e-47067867,Ekris Flevoland
BMW X3,xDrive30i | Executive | M Sportpakket | Trekhaak | Harman Kardon | Stoelverwarming | M Sportremmen | LED Koplampen | Getint Glas | 19'' LMV,2020,89.055 km,Benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/46733533/bmw-x3-xdrive30i-46733533,Ekris Nijkerk
BMW 5 Serie,545e xDrive High Executive Edition M-Sportpakket | Schuif-/kanteldak | Comfortzetels | Nappa Leer,2020,117.200 km,Hybride benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/47161454/bmw-5-serie-545e-xdrive-high-executive-edition-47161454,Ekris Assen
BMW 3 Serie,Touring 330e null,2023,78.000 km,Hybride benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/47162187/bmw-3-serie-touring-330e-47162187,Ekris Heerenveen
BMW 2 Serie,Gran Coupé 220i | High Executive | M Sportpakket | Panodak | Head-Up | Comfort Acces | Elektr. Stoelen | Hi-Fi | 18'' LMV,2024,26.958 km,Benzine,"42.900,-","584,-",https://www.ekris.nl/bmw/p/45334057/bmw-2-serie-gran-coupe-220i-45334057,Ekris Nijkerk
BMW 2 Serie,Active Tourer 218i M Sportpakket | Innovation Pack | Comfort Pack | Harman Kardon,2024,28.700 km,Benzine,"42.950,-","585,-",https://www.ekris.nl/bmw/p/41344222/bmw-2-serie-active-tourer-218i-41344222,Ekris Heerlen
BMW i4,eDrive35 70 kWh M sportpakket | Voorstoelen verwarmd | Achteruitrijcamera,2023,29.258 km,Elektrisch,"42.950,-","507,-",https://www.ekris.nl/bmw/p/43160142/bmw-i4-edrive35-70-kwh-43160142,Ekris Heerlen
BMW 3 Serie,Touring 320e null,2023,30.160 km,Hybride benzine,"42.950,-","585,-",https://www.ekris.nl/bmw/p/47149035/bmw-3-serie-touring-320e-47149035,Ekris Veenendaal
BMW i4,Gran Coupé eDrive40 M Sportpakket | Verwarmde Voorstoelen | Verwarmd Stuur | Elektrisch bediend glazen schuif-/kanteldak | Achteruitrijcamera | BMW Laserlight,2022,63.810 km,Elektrisch,"42.950,-","507,-",https://www.ekris.nl/bmw/p/47086165/bmw-i4-gran-coupe-edrive40-47086165,Ekris Zeist
BMW 3 Serie,"Touring 330e xDrive | M Sportpakket | Entertainment Pack | Stoelverwarming | Harman Kardon | 18""",2022,71.635 km,Hybride benzine,"42.995,-","585,-",https://www.ekris.nl/bmw/p/44437289/bmw-3-serie-touring-330e-xdrive-44437289,Ekris Arnhem
BMW 5 Serie,Sedan 520e | High Executive | M Sportpakket | Verwarmd Stuurwiel | Schuif-/kanteldak | Stoelverwarming | Head-Up Display | 19'',2022,52.081 km,Hybride benzine,"42.995,-","585,-",https://www.ekris.nl/bmw/p/44282962/bmw-5-serie-sedan-520e-44282962,Ekris Arnhem
BMW 1 Serie,120i 5drs. M-Sportpakket | Trekhaak | Harman/Kardon | Driving Assistant Plus | Panoramadak,2024,23.658 km,Benzine,"43.450,-","592,-",https://www.ekris.nl/bmw/p/43291406/bmw-1-serie-120i-5drs-43291406,Ekris Assen
BMW 3 Serie,Touring 320e | M Sportpakket | Entertainment Pack | Travel Pack,2024,30.687 km,Hybride benzine,"43.450,-","592,-",https://www.ekris.nl/bmw/p/45240785/bmw-3-serie-touring-320e-45240785,Ekris Maastricht
BMW 3 Serie,Touring 320e M Sportpakket Pro | Entertainment Pack | Travel Pack / Panoramadak / Trekhaak / HiFi / Achteruitrijcamera / 19'',2024,26.250 km,Hybride benzine,"43.695,-","595,-",https://www.ekris.nl/bmw/p/39055680/bmw-3-serie-touring-320e-39055680,Ekris Utrecht
BMW iX3,High Executive 80 kWh null,2022,83.150 km,Elektrisch,"43.695,-","515,-",https://www.ekris.nl/bmw/p/44416527/bmw-ix3-high-executive-80-kwh-44416527,Ekris Utrecht
BMW 3 Serie,Sedan 330e M Sportpakket,2024,19.875 km,Hybride benzine,"43.750,-","596,-",https://www.ekris.nl/bmw/p/46517402/bmw-3-serie-sedan-330e-46517402,Ekris Maastricht
BMW 3 Serie,Sedan 330e | M Sportpakket,2023,46.674 km,Hybride benzine,"43.750,-","596,-",https://www.ekris.nl/bmw/p/47140609/bmw-3-serie-sedan-330e-47140609,Ekris Maastricht
BMW X1,sDrive18i | M Sportpakket | Premium Pack | 19 inch | Comfort Access | Stoelverwarming | Driving Assistant | Trekhaak,2022,59.847 km,Benzine,"43.850,-","597,-",https://www.ekris.nl/bmw/p/42159904/bmw-x1-sdrive18i-42159904,Ekris Arnhem
BMW 5 Serie,"Touring 530e Business Edition Plus | M Sportpakket | Panoramadak | Comfortstoelen | Laserlicht | Harman/Kardon | 18""",2021,81.378 km,Hybride benzine,"43.850,-","597,-",https://www.ekris.nl/bmw/p/44434323/bmw-5-serie-touring-530e-44434323,Ekris Utrecht
BMW 1 Serie,5-deurs 120 M Sportpakket | Premium Pack | M Adaptief Onderstel | Panoramadak | Driving Assistant | Harman Kardon | 18'',2024,12.365 km,Benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/40423361/bmw-1-serie-5-deurs-120-40423361,Ekris Utrecht
BMW 3 Serie,Touring 318i | M-Sportpakket | LED | Leder | Navigatie | Schuifdak | Sportstoelen | DAB | Hifi speakers | Alu 18 inch,2024,38.000 km,Benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/45427841/bmw-3-serie-touring-318i-45427841,Ekris Heerenveen
BMW 3-serie,330e M Sportpakket | Harman/Kardon | Stoelverwarming,2024,43.122 km,Hybride benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/46442582/bmw-3-serie-330e-46442582,Ekris Assen
BMW 5 Serie,530i Business Edition Plus M sportpakket |19inch velgen | Comfort Acces | Comfortstoelen | laserlight,2021,87.764 km,Benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/46041804/bmw-5-serie-530i-business-edition-plus-46041804,Ekris Assen
BMW iX1,eDrive20 67 kWh M-Sportpakket Premium Pack / Harman Kardon / M-sport Pro / Stoelverwarming / 19'',2024,29.700 km,Elektrisch,"43.900,-","518,-",https://www.ekris.nl/bmw/p/39039155/bmw-ix1-edrive20-67-kwh-39039155,Ekris Flevoland
BMW 2 Serie,Gran Coupé 220 M Sport | Panoramadak | Active Cruise | Head-Up | Stoelverwarming | Stuurverwarming |,2024,30.045 km,Benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/45412137/bmw-2-serie-gran-coupe-220-45412137,Ekris Groningen
BMW X3,xDrive20i | xLine | High Executive | Driving Assistant | Panoramadak | Elek. trekhaak | M-stuur,2021,88.582 km,Benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/44448910/bmw-x3-xdrive20i-44448910,Ekris Maastricht
BMW iX1,xDrive30 M Sportpakket | Premium Pack | Comfort Access | Elektrische Trekhaak | Driving Assistant Plus,2023,20.747 km,Elektrisch,"43.900,-","518,-",https://www.ekris.nl/bmw/p/46200536/bmw-ix1-xdrive30-46200536,Ekris Maastricht
BMW 3 Serie,Sedan 320e | M-Sportpakket | LED | Leder | HUD | Schuifdak | Trekhaak | DAB | Hifi speakers | Alu 18 inch,2024,27.000 km,Hybride benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/46820381/bmw-3-serie-sedan-320e-46820381,Ekris Heerenveen
BMW X3,xDrive30e | M-Sportpakket | Laserlicht | Leder | Navigatie | Schuifdak | Elektr. zetels | DAB | hifi speakers | Alu 19 inch,2022,119.000 km,Hybride benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/46799067/bmw-x3-xdrive30e-46799067,Ekris Heerenveen
BMW 1 Serie,120 M Sportpakket Pro | Premium Pack | Stuurwielrand Verwarmd | Driving Assistant | Parking Assistant | Harman Kardon | 19'',2025,12.989 km,Benzine,"43.900,-","578,-",https://www.ekris.nl/bmw/p/43637125/bmw-1-serie-120-43637125,Ekris Utrecht
BMW X4,xDrive20i High Executive Edition | M Sportpakket | Trekhaak | Panoramadak |,2020,92.723 km,Benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/46781248/bmw-x4-xdrive20i-high-executive-edition-46781248,Ekris Groningen
BMW iX1,"eDrive20 67 kWh M Sportpakket Pro | M Sportremsysteem Rot | Harman-Kardon | Head-Up Display | Elek. Stoelverstelling met Memory | 19""",2024,17.325 km,Elektrisch,"43.900,-","518,-",https://www.ekris.nl/bmw/p/46250511/bmw-ix1-edrive20-67-kwh-46250511,Ekris Utrecht
BMW 2 Serie,Coupé 218i M Sport Pro | Elektrische Stoelen | Stoelverwarming | 19'' |,2024,29.391 km,Benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/46386192/bmw-2-serie-coupe-218i-46386192,Ekris Groningen
BMW iX3,High Executive l Leer l Panoramadak l Harman Kardon l 360 camera,2022,61.889 km,Elektrisch,"43.900,-","518,-",https://www.ekris.nl/bmw/p/46766080/bmw-ix3-high-executive-46766080,Ekris Zeist
BMW 3 Serie,Touring 320e M Sport / Comfort Access / Leder / 19 Inch Velgen / Active Cruise Control met Stop&Go / Apple Carplay & Android Auto,2024,46.032 km,Hybride benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/45394132/bmw-3-serie-touring-320e-45394132,Ekris Veenendaal
BMW iX1,xDrive30 67 kWh M Sportpakket/ Innovation Pack/ Comfort Pack/ Comfort Access/ Stoelmassage/ Sportstoelen/ Harman-Kardon,2024,21.980 km,Elektrisch,"43.900,-","518,-",https://www.ekris.nl/bmw/p/43213199/bmw-ix1-xdrive30-67-kwh-43213199,Ekris Flevoland
BMW iX,xDrive40 Sportpakket 22'' / Bowers & Wilkins / Laserlight / Driving Assistant,2021,82.910 km,Elektrisch,"43.900,-","518,-",https://www.ekris.nl/bmw/p/46632517/bmw-ix-xdrive40-46632517,Ekris Veenendaal
BMW X4,xDrive20i | High Executive | M Sportpakket | Panodak | Head-Up | HiFi | Driving Assistant | Parking Assistant | 19'' LMV,2020,94.747 km,Benzine,"43.900,-","598,-",https://www.ekris.nl/bmw/p/46987338/bmw-x4-xdrive20i-46987338,Ekris Nijkerk
BMW 5 Serie,545e xDrive High Executive | M Sportpakket | Bowers & Wilkins | Head-Up Display | 20 inch | Stoelventilatie |,2021,129.464 km,Hybride benzine,"43.950,-","598,-",https://www.ekris.nl/bmw/p/41594783/bmw-5-serie-545e-xdrive-41594783,Ekris Arnhem
BMW iX3,Executive 20'' / Driving Assistant Professional / Parking Assistant / Stuurwielrand verwarmd,2022,48.950 km,Elektrisch,"43.950,-","518,-",https://www.ekris.nl/bmw/p/46044133/bmw-ix3-executive-46044133,Ekris Veenendaal
BMW 2 Serie,Gran Coupé 218i M Sportpakket Pro | Premium Pack | Comfort Pack | Travel Pack | Glazen panoramadak,2025,7.168 km,Benzine,"43.950,-","578,-",https://www.ekris.nl/bmw/p/42716182/bmw-2-serie-gran-coupe-218i-42716182,Ekris Zeist
BMW 2 Serie,Active Tourer 218i M Sportpakket | Premium Pack | Harman-Kardon | Stoelverwarming,2024,25.208 km,Benzine,"43.950,-","598,-",https://www.ekris.nl/bmw/p/42325697/bmw-2-serie-active-tourer-218i-42325697,Ekris Heerlen
BMW 1 Serie,5-deurs 120 M Sportpakket Executive | Innovation Pack | Harman-Kardon | Head-Up Display,2025,2.944 km,Benzine,"43.950,-","578,-",https://www.ekris.nl/bmw/p/46932682/bmw-1-serie-5-deurs-120-46932682,Ekris Zeist
BMW 1 Serie,"120 | M Sportpakket Pro | Premium Pack | Verwarmd Stuurwiel | Comfort Access | Harman-Kardon | 18""",2025,15.745 km,Benzine,"43.995,-","579,-",https://www.ekris.nl/bmw/p/43717756/bmw-1-serie-120-43717756,Ekris Arnhem
BMW X3,xDrive30e Harman Kardon | Driving Assistant Plus | Achteruitrijcamera | Panorama Dak | Elektrische Stoelen (Geheugen Functie Bestuurder),2021,102.956 km,Hybride benzine,"44.250,-","603,-",https://www.ekris.nl/bmw/p/46939607/bmw-x3-xdrive30e-46939607,Ekris Zeist
BMW 1-Serie 120,5-deurs | M Sportpakket Pro | Driving Assistant Plus | Harman Kardon | Stuurwielrand Verwarmd | Elektrisch verwarmde voorstoelen,2024,29.145 km,Benzine,"44.485,-","606,-",https://www.ekris.nl/bmw/p/40819747/bmw-1-serie-120-5-deurs-40819747,Ekris Arnhem
BMW 5 Serie,Touring 530i | High Executive | M Sportpakket | Comfort Access | Panoramadak | Stoelverwarming | Head-Up Display | Harman Kardon | 19'',2021,85.741 km,Benzine,"44.495,-","606,-",https://www.ekris.nl/bmw/p/45083977/bmw-5-serie-touring-530i-45083977,Ekris Arnhem
BMW iX3,High Executive | Parking Pack | Safety Pack | Shadow Line Pack | Trekhaak | Panoramadak | 20'',2022,61.066 km,Elektrisch,"44.695,-","527,-",https://www.ekris.nl/bmw/p/44448556/bmw-ix3-44448556,Ekris Utrecht
BMW 2 Serie,Active Tourer 225e xDrive Luxury-Line | Premium Pack | Comfort Pack | Elektr. Trekhaak,2024,11.528 km,Hybride benzine,"44.750,-","609,-",https://www.ekris.nl/bmw/p/40644860/bmw-2-serie-active-tourer-225e-xdrive-40644860,Ekris Maastricht
BMW X1,sDrive18i | M Sportpakket | Driving Assistant | Adaptieve LED-koplamp,2023,31.580 km,Benzine,"44.850,-","611,-",https://www.ekris.nl/bmw/p/45571670/bmw-x1-sdrive18i-45571670,Ekris Zeist
BMW 1 Serie,120 | M Sportpakket Pro | Comfort Access | Panoramadak | Harman-Kardon | Verwarmd Stuurwiel | 18'',2025,13.795 km,Benzine,"44.850,-","590,-",https://www.ekris.nl/bmw/p/43717358/bmw-1-serie-120-43717358,Ekris Arnhem
BMW 2 Serie,Active Tourer 225e xDrive M Sportpakket Travel Pack / Panoramadak / Trekhaak / Verwarmde Voorstoelen / Achteruitrijcamera / 18'',2024,9.945 km,Hybride benzine,"44.850,-","611,-",https://www.ekris.nl/bmw/p/43933475/bmw-2-serie-active-tourer-225e-xdrive-43933475,Ekris Utrecht
BMW 1 Serie,120 M Sport Design 18'' / Premium Pack / Verwarmde Sportstoelen / Trekhaak / Comfort Acces,2025,3.500 km,Benzine,"44.900,-","591,-",https://www.ekris.nl/bmw/p/43884892/bmw-1-serie-120-43884892,Ekris Veenendaal
BMW 3 Serie,Touring 320e M Sportpakket / HIFI / Draadloos oplaadstation / Verwarmde voorstoelen,2024,29.499 km,Hybride benzine,"44.900,-","611,-",https://www.ekris.nl/bmw/p/39038409/bmw-3-serie-touring-320e-39038409,Ekris Arnhem
BMW X3,xDrive30e High Executive | Head-Up Display | Laserlicht | HiFi-Luidsprekersystemen,2021,68.867 km,Hybride benzine,"44.900,-","611,-",https://www.ekris.nl/bmw/p/43716299/bmw-x3-xdrive30e-high-executive-43716299,Ekris Assen
BMW 2 Serie,Active Tourer 220i | M Sportpakket | Travel pack | Comfort Acces | Elektrisch verwarmde voorstoelen,2024,13.913 km,Benzine,"44.900,-","611,-",https://www.ekris.nl/bmw/p/43449095/bmw-2-serie-active-tourer-220i-43449095,Ekris Groningen
