Vehicle Name,Vehicle Subtitle,Vehicle Price,Vehicle Tags,Business Finance,Location
BMW 5 Serie Sedan,530e High Executive M Sportpakket Individual,€ 39.995 v.a. € 497 p/m,2020 44.024 km Automaat Hybride,v.a. € 497 p/m,Van Poelgeest Alphen aan den Rijn
MINI Cooper 3-deurs,Cooper Camden Edition,€ 31.900 v.a. € 327 p/m,2024 12.840 km Automaat Benzine,v.a. € 327 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive35,€ 51.900 v.a. € 459 p/m,2024 4.913 km Automaat Elektrisch,v.a. € 459 p/m,Van Poelgeest Amsterdam
BMW i3,Basis 120Ah Comfort Pack Advanced,€ 23.895 v.a. € 255 p/m,2022 45.891 km Automaat Elektrisch,v.a. € 255 p/m,Van Poelgeest Gouda
BMW iX,xDrive45,€ 105.702 v.a. € 934 p/m,2025 1 km Automaat Elektrisch,v.a. € 934 p/m,Van Poelgeest Noordwijk
BMW iX3,Executive,€ 44.995 v.a. € 398 p/m,2023 52.244 km Automaat Elektrisch,v.a. € 398 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Naarden
BMW 5 Serie Touring,520e Business Edition Plus,€ 35.750 v.a. € 367 p/m,2022 101.932 km Automaat Hybride,v.a. € 367 p/m,Van Poelgeest Naarden - PS Center
BMW X5,xDrive45e High Executive,€ 54.900 v.a. € 564 p/m,2021 136.657 km Automaat Hybride,v.a. € 564 p/m,VP Cars Naarden
MINI Aceman,E Favoured M,€ 41.490 v.a. € 366 p/m,2025 1 km Automaat Elektrisch,v.a. € 366 p/m,Van Poelgeest Amstelveen
BMW X1,xDrive25e,€ 66.905 v.a. € 639 p/m,2025 1 km Automaat Hybride,v.a. € 639 p/m,Van Poelgeest Amersfoort
BMW X3,xDrive20i High Executive,€ 49.900 v.a. € 620 p/m,2021 46.712 km Automaat Benzine,v.a. € 620 p/m,Van Poelgeest Noordwijk
BMW i5 Touring,eDrive40 84 kWh,€ 68.900 v.a. € 608 p/m,2024 8.506 km Automaat Elektrisch,v.a. € 608 p/m,Van Poelgeest Naarden - PS Center
BMW 5 Serie Sedan,530e M Sport Edition,€ 85.825 v.a. € 820 p/m,2025 1 km Automaat Hybride,v.a. € 820 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Coupé,220i,€ 49.900 v.a. € 512 p/m,2024 23.458 km Automaat Benzine,v.a. € 512 p/m,Van Poelgeest Amersfoort
BMW i5 Sedan,eDrive40 M Sport Edition,€ 86.993 v.a. € 769 p/m,2025 1 km Automaat Elektrisch,v.a. € 769 p/m,Van Poelgeest Amstelveen
BMW 2 Serie Active Tourer,225e xDrive,€ 46.900 v.a. € 482 p/m,2024 23.173 km Automaat Hybride,v.a. € 482 p/m,Van Poelgeest Amstelveen
BMW i4,eDrive40 84 kWh,€ 64.900 v.a. € 574 p/m,2025 4.975 km Automaat Elektrisch,v.a. € 574 p/m,Van Poelgeest Naarden - PS Center
BMW 5 Serie Touring,520i,€ 93.953 v.a. € 964 p/m,2025 1 km Automaat Benzine,v.a. € 964 p/m,Van Poelgeest Woerden
BMW i5 Sedan,eDrive40 M Sport Edition 84 kWh,€ 90.691 v.a. € 801 p/m,2025 500 km Automaat Elektrisch,v.a. € 801 p/m,Van Poelgeest Naarden - PS Center
BMW 5 Serie Sedan,530e Business Edition Plus,€ 44.900 v.a. € 461 p/m,2022 45.249 km Automaat Hybride,v.a. € 461 p/m,Van Poelgeest Amsterdam
BMW X1,sDrive18i,€ 51.900 v.a. € 533 p/m,2025 6.263 km Automaat Benzine,v.a. € 533 p/m,Van Poelgeest Hilversum
BMW M4,CS,€ 217.170 v.a. € 1918 p/m,2025 1 km Automaat Benzine,v.a. € 1918 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Sedan,550e xDrive,€ 99.900 v.a. € 1026 p/m,2025 9.999 km Automaat Hybride,v.a. € 1026 p/m,Van Poelgeest Amersfoort
MINI Cooper Cabrio,John Cooper Works JCW Pack,€ 36.995 v.a. € 460 p/m,2022 59.113 km Automaat Benzine,v.a. € 460 p/m,Van Poelgeest Alphen aan den Rijn
BMW X1,xDrive25e,€ 67.900 v.a. € 649 p/m,2025 1 km Automaat Hybride,v.a. € 649 p/m,Van Poelgeest Gouda
BMW 2 Serie Gran Coupé,218i Innovation M Sportpakket Pro Individual,€ 49.895 v.a. € 512 p/m,2025 11.500 km Automaat Benzine,v.a. € 512 p/m,Van Poelgeest Alphen aan den Rijn
BMW X5,xDrive40i High Executive,€ 56.900 v.a. € 707 p/m,2019 107.063 km Automaat Benzine,v.a. € 707 p/m,Van Poelgeest Naarden - PS Center
BMW 2 Serie Gran Coupé,220,€ 51.900 v.a. € 533 p/m,2025 12.999 km Automaat Benzine,v.a. € 533 p/m,Van Poelgeest Amsterdam
MINI Cooper 3-deurs,Cooper Classic,€ 21.895 v.a. € 225 p/m,2021 56.739 km Handgeschakeld Benzine,v.a. € 225 p/m,Van Poelgeest Gouda
BMW iX2,eDrive20 67 kWh,€ 46.900 v.a. € 414 p/m,2024 18.000 km Automaat Elektrisch,v.a. € 414 p/m,Van Poelgeest Amersfoort
BMW 4 Serie Gran Coupé,420i,€ 73.812 v.a. € 758 p/m,2025 1 km Automaat Benzine,v.a. € 758 p/m,Van Poelgeest Gouda
BMW 1 Serie,123 xDrive,€ 61.770 v.a. € 634 p/m,2025 1 km Automaat Benzine,v.a. € 634 p/m,Van Poelgeest Amstelveen
BMW X3,30e xDrive,€ 87.900 v.a. € 902 p/m,2025 2.995 km Automaat Hybride,v.a. € 902 p/m,Van Poelgeest Naarden - PS Center
BMW iX,xDrive40,€ 53.500 v.a. € 473 p/m,2023 61.806 km Automaat Elektrisch,v.a. € 473 p/m,Van Poelgeest Amersfoort
MINI Cooper 3-deurs Electric,Cooper E John Cooper Works Pakket M,€ 31.895 v.a. € 327 p/m,2024 10.730 km Automaat Elektrisch,v.a. € 327 p/m,Van Poelgeest Woerden
BMW 2 Serie Gran Coupé,220,€ 57.906 v.a. € 594 p/m,2025 4.999 km Automaat Benzine,v.a. € 594 p/m,Van Poelgeest Amsterdam
BMW i5 Touring,eDrive40 84 kWh,€ 69.900 v.a. € 617 p/m,2025 18.878 km Automaat Elektrisch,v.a. € 617 p/m,Van Poelgeest Hilversum
BMW iX2,eDrive20 Innovation Pack M Sportpakket,€ 44.895 v.a. € 397 p/m,2024 17.620 km Automaat Elektrisch,v.a. € 397 p/m,Van Poelgeest Gouda
BMW iX1,eDrive20 67 kWh,€ 66.190 v.a. € 584 p/m,2025 6.000 km Automaat Elektrisch,v.a. € 584 p/m,Van Poelgeest Amstelveen
BMW 1 Serie,120 M Sport Design Edition,€ 43.900 v.a. € 450 p/m,2025 7.000 km Automaat Benzine,v.a. € 450 p/m,Van Poelgeest Noordwijk
MINI Cooper 3-deurs,One Classic Uitvoering,€ 20.895 v.a. € 215 p/m,2021 60.659 km Handgeschakeld Benzine,v.a. € 215 p/m,Van Poelgeest Gouda
MINI Cooper 3-deurs,Cooper S Favoured XL,€ 55.905 v.a. € 494 p/m,2025 1 km Automaat Benzine,v.a. € 494 p/m,Van Poelgeest Heemstede
BMW i7,eDrive50,€ 145.937 v.a. € 1289 p/m,2025 1 km Automaat Elektrisch,v.a. € 1289 p/m,Van Poelgeest Amstelveen
BMW 4 Serie Cabrio,420i,€ 84.900 v.a. € 872 p/m,2025 9.106 km Automaat Benzine,v.a. € 872 p/m,Van Poelgeest Amersfoort
BMW 2 Serie Active Tourer,225e xDrive,€ 57.509 v.a. € 590 p/m,2025 4.111 km Automaat Hybride,v.a. € 590 p/m,Van Poelgeest Amersfoort
MINI Cooper 3-deurs Electric,Classic Premium Plus,€ 25.795 v.a. € 264 p/m,2023 28.155 km Automaat Elektrisch,v.a. € 264 p/m,Van Poelgeest Gouda
BMW 4 Serie Gran Coupé,420i M Sportpakket Pro,€ 83.729 v.a. € 860 p/m,2025 5 km Automaat Benzine,v.a. € 860 p/m,Van Poelgeest Gouda
BMW 3 Serie Sedan,318i,€ 69.511 v.a. € 714 p/m,2025 4.999 km Automaat Benzine,v.a. € 714 p/m,Van Poelgeest Amsterdam
BMW X5,xDrive45e,€ 64.900 v.a. € 806 p/m,2022 81.946 km Automaat Hybride,v.a. € 806 p/m,Van Poelgeest Amersfoort
BMW X7,xDrive40i,€ 195.311 v.a. € 2005 p/m,2025 1 km Automaat Benzine,v.a. € 2005 p/m,Van Poelgeest Heemstede
BMW 5 Serie Sedan,530e,€ 87.900 v.a. € 902 p/m,2025 4.999 km Automaat Hybride,v.a. € 902 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,120 M Sport Design Edition,€ 46.066 v.a. € 473 p/m,2025 4.001 km Automaat Benzine,v.a. € 473 p/m,Van Poelgeest Heemstede
BMW iX1,eDrive20,€ 65.268 v.a. € 577 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 577 p/m,Van Poelgeest Amsterdam
BMW iX2,eDrive20 M-Sport Pro Innovation Pack,€ 46.900 v.a. € 414 p/m,2024 13.928 km Automaat Elektrisch,v.a. € 414 p/m,Van Poelgeest Heemstede
BMW M3 Touring,CS,€ 213.329 v.a. € 1884 p/m,2025 1 km Automaat Benzine,v.a. € 1884 p/m,Van Poelgeest Alphen aan den Rijn
BMW 4 Serie Coupé,420i,€ 63.900 v.a. € 656 p/m,2024 17.028 km Automaat Benzine,v.a. € 656 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Gran Coupé,220,€ 61.549 v.a. € 632 p/m,2025 4.999 km Automaat Benzine,v.a. € 632 p/m,Van Poelgeest Amsterdam
MINI Cooper 3-deurs,C,€ 46.837 v.a. € 414 p/m,2025 15 km Automaat Benzine,v.a. € 414 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Sedan,550e xDrive M-Sport,€ 86.900 v.a. € 893 p/m,2024 20.724 km Automaat Hybride,v.a. € 893 p/m,Van Poelgeest Hilversum
BMW 3 Serie Sedan,330e,€ 69.470 v.a. € 664 p/m,2025 1 km Automaat Hybride,v.a. € 664 p/m,Van Poelgeest Noordwijk
BMW 3 Serie Sedan,330e xDrive High Executive Model M Sport,€ 39.995 v.a. € 497 p/m,2022 32.955 km Automaat Hybride,v.a. € 497 p/m,Van Poelgeest Gouda
BMW 1 Serie,123 xDrive,€ 61.896 v.a. € 636 p/m,2025 1 km Automaat Benzine,v.a. € 636 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Active Tourer,225e xDrive,€ 45.900 v.a. € 471 p/m,2024 16.649 km Automaat Hybride,v.a. € 471 p/m,Van Poelgeest Amsterdam
MINI Countryman,Cooper White Silver Edition,€ 26.900 v.a. € 334 p/m,2020 77.033 km Automaat Benzine,v.a. € 334 p/m,Van Poelgeest Hilversum
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Woerden
BMW 5 Serie Touring,520i,€ 84.056 v.a. € 863 p/m,2025 1 km Automaat Benzine,v.a. € 863 p/m,Van Poelgeest Naarden
BMW i3,S Executive Edition 120Ah 42 kWh,€ 19.400 v.a. € 171 p/m,2019 49.493 km Automaat Elektrisch,v.a. € 171 p/m,Van Poelgeest Noordwijk
BMW 3 Serie Sedan,320i l M-Sport,€ 44.900 v.a. € 558 p/m,2023 39.493 km Automaat Benzine,v.a. € 558 p/m,Van Poelgeest Amsterdam
BMW i3,120Ah 42 kWh,€ 19.900 v.a. € 176 p/m,2020 76.397 km Automaat Elektrisch,v.a. € 176 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,120 Premium Pack M Sportpakket Pro,€ 44.895 v.a. € 461 p/m,2025 11.000 km Automaat Benzine,v.a. € 461 p/m,Van Poelgeest Gouda
BMW 4 Serie Coupé,420i High Executive,€ 51.899 v.a. € 533 p/m,2024 16.386 km Automaat Benzine,v.a. € 533 p/m,Van Poelgeest Amsterdam
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 66.482 v.a. € 588 p/m,2025 4.111 km Automaat Elektrisch,v.a. € 588 p/m,Van Poelgeest Amersfoort
MINI Cooper 3-deurs Electric,Charged,,2020 39.868 km Automaat Elektrisch,,Van Poelgeest Woerden
MINI Cooper 3-deurs Electric,Classic,€ 21.795 v.a. € 224 p/m,2021 7.970 km Automaat Elektrisch,v.a. € 224 p/m,Van Poelgeest Gouda
BMW iX1,eDrive20,€ 63.086 v.a. € 557 p/m,2025 4.111 km Automaat Elektrisch,v.a. € 557 p/m,Van Poelgeest Amersfoort
BMW 5 Serie Touring,530e Business Edition Plus,€ 48.500 v.a. € 498 p/m,2023 52.642 km Automaat Hybride,v.a. € 498 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Sedan,530e M-Sport,€ 47.900 v.a. € 492 p/m,2023 52.592 km Automaat Hybride,v.a. € 492 p/m,Van Poelgeest Amstelveen
BMW iX2,eDrive20 M Sport Edition,€ 62.109 v.a. € 549 p/m,2025 0 km Automaat Elektrisch,v.a. € 549 p/m,Van Poelgeest Gouda
BMW 5 Serie Touring,530e xDrive M-Sport,€ 48.900 v.a. € 607 p/m,2023 54.474 km Automaat Hybride,v.a. € 607 p/m,Van Poelgeest Hilversum
BMW iX1,eDrive20 67 kWh,€ 51.900 v.a. € 459 p/m,2025 6.999 km Automaat Elektrisch,v.a. € 459 p/m,Van Poelgeest Amsterdam
BMW X1,xDrive25e,€ 65.836 v.a. € 629 p/m,2025 1 km Automaat Hybride,v.a. € 629 p/m,Van Poelgeest Gouda
BMW 2 Serie Gran Coupé,220 Premium Pack M Sportpakket,€ 48.895 v.a. € 502 p/m,2025 10.500 km Automaat Benzine,v.a. € 502 p/m,Van Poelgeest Gouda
BMW 5 Serie Touring,530e Business Edition Plus l M-Sport,€ 49.900 v.a. € 620 p/m,2023 50.438 km Automaat Hybride,v.a. € 620 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,5-deurs 118i M Sportpakket Pro,€ 37.895 v.a. € 389 p/m,2024 18.671 km Automaat Benzine,v.a. € 389 p/m,Van Poelgeest Woerden
BMW iX1,eDrive20 Premium Travel Pack,€ 39.900 v.a. € 352 p/m,2025 7.950 km Automaat Elektrisch,v.a. € 352 p/m,Van Poelgeest Heemstede
BMW iX,xDrive60,€ 126.422 v.a. € 1117 p/m,2025 1 km Automaat Elektrisch,v.a. € 1117 p/m,Van Poelgeest Hilversum
BMW iX2,eDrive20 M Sport Edition Premium Pack,€ 59.965 v.a. € 530 p/m,2025 8.500 km Automaat Elektrisch,v.a. € 530 p/m,Van Poelgeest Woerden
BMW X2,sDrive20i,€ 70.238 v.a. € 721 p/m,2025 1 km Automaat Benzine,v.a. € 721 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Gran Coupé,220,€ 59.213 v.a. € 608 p/m,2025 4.999 km Automaat Benzine,v.a. € 608 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive35,€ 57.900 v.a. € 512 p/m,2025 8.999 km Automaat Elektrisch,v.a. € 512 p/m,Van Poelgeest Amsterdam
MINI Cooper 5-deurs,C,€ 49.665 v.a. € 510 p/m,2025 100 km Automaat Benzine,v.a. € 510 p/m,Van Poelgeest Amsterdam
BMW iX1,eDrive20 67 kWh,€ 63.900 v.a. € 564 p/m,2025 4.000 km Automaat Elektrisch,v.a. € 564 p/m,Van Poelgeest Naarden - PS Center
BMW 5 Serie Touring,530e Business Edition Plus,€ 38.900 v.a. € 399 p/m,2021 133.600 km Automaat Hybride,v.a. € 399 p/m,Van Poelgeest Naarden - PS Center
BMW X7,xDrive40i,€ 192.666 v.a. € 1978 p/m,2025 1 km Automaat Benzine,v.a. € 1978 p/m,Van Poelgeest Naarden
BMW 2 Serie Gran Coupé,220,€ 57.365 v.a. € 589 p/m,2025 1 km Automaat Benzine,v.a. € 589 p/m,Van Poelgeest Hilversum
BMW M4,CS,€ 217.170 v.a. € 1918 p/m,2025 1 km Automaat Benzine,v.a. € 1918 p/m,Van Poelgeest Amersfoort
BMW 3 Serie Touring,330e,€ 59.900 v.a. € 615 p/m,2025 14.999 km Automaat Hybride,v.a. € 615 p/m,Van Poelgeest Amersfoort
BMW i5 Touring,eDrive40 M Sport Edition 84 kWh,€ 89.900 v.a. € 794 p/m,2025 4.000 km Automaat Elektrisch,v.a. € 794 p/m,Van Poelgeest Naarden - PS Center
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Gouda
BMW 3 Serie Sedan,330e,€ 70.170 v.a. € 670 p/m,2025 1 km Automaat Hybride,v.a. € 670 p/m,Van Poelgeest Amsterdam
BMW i5 Sedan,eDrive40 M Sport Edition,€ 96.217 v.a. € 850 p/m,2025 1 km Automaat Elektrisch,v.a. € 850 p/m,Van Poelgeest Amstelveen
MINI Cooper 3-deurs Electric,Electric,€ 20.900 v.a. € 215 p/m,2021 49.123 km Automaat Elektrisch,v.a. € 215 p/m,Van Poelgeest Amsterdam
BMW X1,sDrive20i,€ 51.900 v.a. € 533 p/m,2025 24.880 km Automaat Benzine,v.a. € 533 p/m,Van Poelgeest Amersfoort
BMW M3 Touring,CS,€ 219.900 v.a. € 1942 p/m,2025 1 km Automaat Benzine,v.a. € 1942 p/m,Van Poelgeest Amersfoort
BMW X6,M60i xDrive M-Sport Innovation,€ 154.900 v.a. € 1590 p/m,2024 8.664 km Automaat Benzine,v.a. € 1590 p/m,Van Poelgeest Heemstede
BMW 2 Serie Gran Coupé,220,€ 47.900 v.a. € 492 p/m,2025 15.000 km Automaat Benzine,v.a. € 492 p/m,Van Poelgeest Amstelveen
BMW i5 Sedan,eDrive40,€ 65.900 v.a. € 582 p/m,2025 9.999 km Automaat Elektrisch,v.a. € 582 p/m,Van Poelgeest Amersfoort
MINI Cooper 3-deurs,S,€ 39.900 v.a. € 496 p/m,2024 4.149 km Automaat Benzine,v.a. € 496 p/m,Van Poelgeest Amsterdam
BMW 4 Serie Gran Coupé,420i High Executive M Sportpakket,€ 76.935 v.a. € 790 p/m,2025 10.000 km Automaat Benzine,v.a. € 790 p/m,Van Poelgeest Alphen aan den Rijn
BMW 3 Serie Touring,330e xDrive Innovation Pack M Sportpakket,€ 48.795 v.a. € 501 p/m,2024 24.006 km Automaat Hybride,v.a. € 501 p/m,Van Poelgeest Woerden
BMW X2,sDrive20i,€ 70.295 v.a. € 721 p/m,2025 1 km Automaat Benzine,v.a. € 721 p/m,Van Poelgeest Heemstede
BMW iX,xDrive50 Business Edition Plus Sportpakket,€ 76.950 v.a. € 679 p/m,2024 32.468 km Automaat Elektrisch,v.a. € 679 p/m,Van Poelgeest Woerden
BMW iX2,eDrive20,€ 60.851 v.a. € 537 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 537 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,120,€ 55.209 v.a. € 567 p/m,2025 4.999 km Automaat Benzine,v.a. € 567 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Active Tourer,225e xDrive,€ 58.110 v.a. € 597 p/m,2025 500 km Automaat Hybride,v.a. € 597 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Touring,330e Innovation Pack M Sportpakket Pro,€ 51.895 v.a. € 533 p/m,2024 24.031 km Automaat Hybride,v.a. € 533 p/m,Van Poelgeest Gouda
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Amsterdam
MINI Countryman,Cooper SE ALL4,€ 25.900 v.a. € 266 p/m,2020 104.113 km Automaat Hybride,v.a. € 266 p/m,Van Poelgeest Amersfoort
BMW i5 Sedan,M60 xDrive,€ 120.879 v.a. € 1068 p/m,2025 1 km Automaat Elektrisch,v.a. € 1068 p/m,Van Poelgeest Naarden
MINI Cooper Cabrio,2.0 Cooper C John Cooper Works M,€ 56.692 v.a. € 582 p/m,2025 500 km Automaat Benzine,v.a. € 582 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Sedan,530e M Sport Edition,€ 86.277 v.a. € 824 p/m,2025 1 km Automaat Hybride,v.a. € 824 p/m,Van Poelgeest Amsterdam
BMW X3,20 xDrive,€ 79.900 v.a. € 821 p/m,2025 16.846 km Automaat Benzine,v.a. € 821 p/m,Van Poelgeest Naarden - PS Center
BMW X1,xDrive30e,€ 61.900 v.a. € 636 p/m,2025 11.344 km Automaat Hybride,v.a. € 636 p/m,Van Poelgeest Naarden - PS Center
BMW 4 Serie Gran Coupé,M440i xDrive,€ 125.445 v.a. € 1288 p/m,2025 1 km Automaat Benzine,v.a. € 1288 p/m,Van Poelgeest Amsterdam
Mini Countryman Electric,E John Cooper Works XL,€ 52.900 v.a. € 553 p/m,2025 1.800 km Automaat Elektrisch,v.a. € 553 p/m,Van Poelgeest Noordwijk
BMW 2 Serie Coupé,220i,€ 69.525 v.a. € 714 p/m,2025 4.999 km Automaat Benzine,v.a. € 714 p/m,Van Poelgeest Amsterdam
MINI Cooper 3-deurs Electric,Electric,€ 24.850 v.a. € 255 p/m,2023 20.487 km Automaat Elektrisch,v.a. € 255 p/m,Van Poelgeest Amsterdam
BMW 7 Serie,750e xDrive M-Sport Executive Drive Pro,€ 119.900 v.a. € 1231 p/m,2025 4.480 km Automaat Hybride,v.a. € 1231 p/m,Van Poelgeest Heemstede
BMW 2 Serie Coupé,220i,€ 71.841 v.a. € 737 p/m,2025 1 km Automaat Benzine,v.a. € 737 p/m,Van Poelgeest Woerden
BMW iX1,eDrive20,€ 57.761 v.a. € 510 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 510 p/m,Van Poelgeest Amsterdam
BMW i5 Sedan,eDrive40 M Sport Edition,€ 86.993 v.a. € 769 p/m,2025 1 km Automaat Elektrisch,v.a. € 769 p/m,Van Poelgeest Naarden
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Heemstede
BMW 5 Serie Touring,530e M Sport Edition,€ 87.387 v.a. € 835 p/m,2025 1 km Automaat Hybride,v.a. € 835 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX1,eDrive20 Innovation Pack M Sportpakket Pro,€ 62.864 v.a. € 555 p/m,2025 11.500 km Automaat Elektrisch,v.a. € 555 p/m,Van Poelgeest Woerden
BMW 2 Serie Active Tourer,225e xDrive,€ 59.705 v.a. € 613 p/m,2025 1.007 km Automaat Hybride,v.a. € 613 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Touring,520i,€ 91.055 v.a. € 935 p/m,2025 1 km Automaat Benzine,v.a. € 935 p/m,Van Poelgeest Heemstede
BMW i5 Sedan,eDrive40 M Sport Edition,€ 86.993 v.a. € 769 p/m,2025 1 km Automaat Elektrisch,v.a. € 769 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Gran Coupé,218i High Executive M Sportpakket,€ 37.900 v.a. € 389 p/m,2024 21.638 km Automaat Benzine,v.a. € 389 p/m,Van Poelgeest Naarden - PS Center
BMW 3 Serie Touring,330e,€ 64.500 v.a. € 662 p/m,2025 8.500 km Automaat Hybride,v.a. € 662 p/m,Van Poelgeest Amstelveen
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Woerden
BMW 4 Serie Gran Coupé,420i,€ 82.177 v.a. € 844 p/m,2025 1 km Automaat Benzine,v.a. € 844 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Gran Coupé,220,€ 45.900 v.a. € 471 p/m,2025 4.999 km Automaat Benzine,v.a. € 471 p/m,Van Poelgeest Amsterdam
MINI Cooper 3-deurs,C John Cooper Works,€ 43.437 v.a. € 383 p/m,2025 15 km Automaat Benzine,v.a. € 383 p/m,Van Poelgeest Amsterdam
BMW iX2,xDrive30 Innovation Pack M Sportpakket,€ 51.895 v.a. € 459 p/m,2024 13.850 km Automaat Elektrisch,v.a. € 459 p/m,Van Poelgeest Gouda
BMW i5 Sedan,eDrive40 M Sport Edition,€ 85.206 v.a. € 753 p/m,2025 7.000 km Automaat Elektrisch,v.a. € 753 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX,xDrive40 Sportpakket,€ 63.995 v.a. € 565 p/m,2024 21.111 km Automaat Elektrisch,v.a. € 565 p/m,Van Poelgeest Alphen aan den Rijn
BMW X1,sDrive20i,€ 47.500 v.a. € 488 p/m,2024 13.860 km Automaat Benzine,v.a. € 488 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Sedan,530e M Sport Edition,€ 89.618 v.a. € 856 p/m,2025 1 km Automaat Hybride,v.a. € 856 p/m,Van Poelgeest Noordwijk
BMW i5 Touring,eDrive40 M Sport Edition,€ 85.707 v.a. € 757 p/m,2025 1 km Automaat Elektrisch,v.a. € 757 p/m,Van Poelgeest Amsterdam
BMW X5,xDrive50e,€ 102.900 v.a. € 1056 p/m,2024 11.054 km Automaat Hybride,v.a. € 1056 p/m,Van Poelgeest Amersfoort
BMW X5,xDrive50e,€ 108.900 v.a. € 1118 p/m,2024 31.061 km Automaat Hybride,v.a. € 1118 p/m,Van Poelgeest Amersfoort
BMW 4 Serie Gran Coupé,420i,€ 76.688 v.a. € 788 p/m,2025 1 km Automaat Benzine,v.a. € 788 p/m,Van Poelgeest Woerden
MINI Aceman,E Favoured L,€ 42.490 v.a. € 375 p/m,2025 1 km Automaat Elektrisch,v.a. € 375 p/m,Van Poelgeest Amstelveen
BMW i5 Sedan,eDrive40 M Sport Pro,€ 71.900 v.a. € 635 p/m,2025 4.630 km Automaat Elektrisch,v.a. € 635 p/m,Van Poelgeest Hilversum
BMW X1,sDrive18i High Executive,€ 31.900 v.a. € 396 p/m,2021 50.398 km Automaat Benzine,v.a. € 396 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Sedan,530e M Sport Edition,€ 85.825 v.a. € 820 p/m,2025 1 km Automaat Hybride,v.a. € 820 p/m,Van Poelgeest Hilversum
BMW M4 Cabrio,xDrive Competition,€ 139.900 v.a. € 1436 p/m,2024 5.102 km Automaat Benzine,v.a. € 1436 p/m,Van Poelgeest Amstelveen
MINI Cooper 3-deurs,S Favoured,€ 55.905 v.a. € 494 p/m,2025 5 km Automaat Benzine,v.a. € 494 p/m,Van Poelgeest Woerden
BMW X5,xDrive50e,€ 114.900 v.a. € 1179 p/m,2025 14.020 km Automaat Hybride,v.a. € 1179 p/m,Van Poelgeest Noordwijk
BMW i3,Dark Shadow Edition 120Ah 42 kWh,€ 18.900 v.a. € 167 p/m,2020 76.265 km Automaat Elektrisch,v.a. € 167 p/m,Van Poelgeest Hilversum
BMW 4 Serie Gran Coupé,420i Business Edition Plus,€ 52.900 v.a. € 543 p/m,2024 38.921 km Automaat Benzine,v.a. € 543 p/m,Van Poelgeest Amstelveen
MINI Aceman,E Essential XS,€ 36.990 v.a. € 326 p/m,2025 1 km Automaat Elektrisch,v.a. € 326 p/m,Van Poelgeest Amstelveen
BMW XM,PHEV 50e,€ 109.995 v.a. € 1129 p/m,2024 22.707 km Automaat Hybride,v.a. € 1129 p/m,Van Poelgeest Alphen aan den Rijn
BMW X3,30e xDrive,€ 84.086 v.a. € 864 p/m,2025 4.999 km Automaat Hybride,v.a. € 864 p/m,Van Poelgeest Amsterdam
BMW iX3,High Executive Shadow Line Pack,,2022 44.795 km Automaat Elektrisch,,Van Poelgeest Woerden
MINI Cooper 3-deurs,Cooper S,€ 39.900 v.a. € 410 p/m,2024 21.770 km Automaat Benzine,v.a. € 410 p/m,Van Poelgeest Amersfoort
